name,length,GC,coverage,phylum
scaffold11827_size8023,8023,0.483,19.4691511903,Arthropoda
scaffold11828_size8022,8022,0.4893,62.6052106707,Chordata
scaffold11829_size8022,8022,0.4854,57.7356020942,Chordata
scaffold11830_size8021,8021,0.4989,56.1961102106,Bacteroidetes
scaffold11831_size8021,8021,0.5022,143.720109712,Arthropoda
scaffold11832_size8021,8021,0.4787,0.0078543822466,Bacteroidetes
scaffold11834_size8019,8019,0.6517,0.389948871431,Proteobacteria
scaffold11836_size8016,8016,0.4456,78.433757485,Chordata
scaffold11838_size8015,8015,0.4697,37.7683094198,Chordata
scaffold11839_size8014,8014,0.4881,30.6971549788,Mollusca
scaffold11840_size8013,8013,0.4603,40.3984774741,no-hit
scaffold11844_size8012,8012,0.4287,38.5509236145,Arthropoda
scaffold11845_size8011,8011,0.4611,31.36100362,Arthropoda
scaffold11846_size8010,8010,0.5059,57.2038701622,Ascomycota
scaffold11847_size8009,8009,0.4456,17.9242102635,Arthropoda
scaffold11848_size8009,8009,0.468,27.3856910975,no-hit
scaffold11850_size12180,12180,0.481,67.6004278778,Chordata
scaffold11851_size8007,8007,0.6381,2.25652554015,Planctomycetes
scaffold11853_size8007,8007,0.4638,34.5753715499,Chordata
scaffold11854_size8006,8006,0.4879,39.3730951786,Mollusca
scaffold11856_size8005,8005,0.5086,127.632979388,Bacteroidetes
scaffold11857_size8004,8004,0.4915,21.4344077961,Arthropoda
scaffold11858_size8003,8003,0.4487,63.879045358,Chordata
scaffold11859_size8002,8002,0.408,0.0162459385154,Bacteroidetes
scaffold11860_size7999,7999,0.4829,0.0138767345918,Bacteroidetes
scaffold11861_size7998,7998,0.6637,0.257439359839,Verrucomicrobia
scaffold11862_size7998,7998,0.6309,3.38359589898,Proteobacteria
scaffold11863_size7997,7997,0.4608,48.7701638114,Mollusca
scaffold11864_size7997,7997,0.642,1.27235213205,Chlorobi
scaffold11866_size7995,7995,0.6502,0.307942464039,Proteobacteria
scaffold11867_size7995,7995,0.4324,34.9579737336,Arthropoda
scaffold11868_size7995,7995,0.3732,0.347467166979,Chordata
scaffold11870_size7990,7990,0.5492,0.163579474343,Planctomycetes
scaffold11871_size7988,7988,0.4846,48.4834752129,Chordata
scaffold11872_size7988,7988,0.4716,40.0742363546,Chordata
scaffold11873_size7985,7985,0.6327,0.0395742016281,Cyanobacteria
scaffold11874_size7985,7985,0.4689,85.0194113964,Ascomycota
scaffold11875_size7985,7985,0.5519,0.0100187852223,Firmicutes
scaffold11876_size7984,7984,0.4673,74.5177855711,Arthropoda
scaffold11879_size7980,7980,0.4902,48.1991228069,Arthropoda
scaffold11880_size7980,7980,0.4585,22.0795739348,Arthropoda
scaffold11881_size7979,7979,0.4613,73.5999498684,Arthropoda
scaffold11882_size7978,7978,0.3981,69.5787164703,Chordata
scaffold11883_size7978,7978,0.4647,34.7746302331,Chordata
scaffold11885_size7976,7976,0.3543,0.0,Mollusca
scaffold11886_size7976,7976,0.4406,60.5900200602,Arthropoda
scaffold11887_size7976,7976,0.632,0.156218655968,Proteobacteria
scaffold11888_size7975,7975,0.4638,99.2779937304,no-hit
scaffold11889_size7974,7974,0.4432,71.8270629546,no-hit
scaffold11890_size7974,7974,0.4225,0.333709556057,Bacteroidetes
scaffold11891_size7974,7974,0.4625,56.8414848257,Chordata
scaffold11893_size7973,7973,0.4549,66.5134830052,Arthropoda
scaffold11894_size7973,7973,0.658,0.118525021949,Proteobacteria
scaffold11895_size7972,7972,0.4779,56.595960863,Chordata
scaffold11897_size7971,7971,0.4648,340.605068373,Chordata
scaffold11898_size7971,7971,0.4691,0.0209509471835,Bacteroidetes
scaffold11899_size7970,7970,0.4831,54.7414052698,Proteobacteria
scaffold11900_size7969,7969,0.4516,62.1126866608,Arthropoda
scaffold11901_size7969,7969,0.6574,0.00978792822186,Proteobacteria
scaffold11902_size7969,7969,0.445,36.6808884427,Chordata
scaffold11904_size7967,7967,0.6647,0.123132923309,Proteobacteria
scaffold11906_size7965,7965,0.6796,0.0100439422473,Proteobacteria
scaffold11907_size7965,7965,0.4709,145.40514752,Chordata
scaffold11908_size7965,7965,0.3458,0.0,Bacteroidetes
scaffold11910_size7961,7961,0.4715,74.2017334505,Arthropoda
scaffold11911_size7959,7959,0.4899,4.06922980274,Cyanobacteria
scaffold11912_size7957,7957,0.4504,66.7228855095,Chordata
scaffold11914_size7955,7955,0.6085,9.60465116279,Chloroflexi
scaffold11915_size7955,7955,0.5038,34.1414204902,Ascomycota
scaffold11916_size7954,7954,0.4703,70.5300477747,Arthropoda
scaffold11917_size7953,7953,0.5719,2.06601282535,Chloroflexi
scaffold11918_size7953,7953,0.6145,1.11316484345,Proteobacteria
scaffold11920_size7951,7951,0.4498,67.7435542699,Chordata
scaffold11921_size7950,7950,0.4321,31.318490566,Arthropoda
scaffold11922_size7950,7950,0.477,55.1625157232,Chordata
scaffold11923_size7950,7950,0.5004,46.8808805032,Arthropoda
scaffold11924_size7950,7950,0.473,32.9597484276,no-hit
scaffold11925_size7949,7949,0.3904,0.912064410618,Bacteroidetes
scaffold11926_size7948,7948,0.4736,129.079139406,Chordata
scaffold11927_size7946,7946,0.3725,0.00553737729675,Rotifera
scaffold11928_size7946,7946,0.4317,0.0,Bacteroidetes
scaffold11929_size7946,7946,0.6072,0.124465139693,Bacteroidetes
scaffold11930_size7944,7944,0.4605,31.9177995972,Arthropoda
scaffold11931_size7944,7944,0.3413,0.00239174219537,Arthropoda
scaffold11932_size7943,7943,0.4911,45.9039405766,Arthropoda
scaffold11933_size7943,7943,0.6282,0.137857232784,Proteobacteria
scaffold11934_size7943,7943,0.4578,77.5615006924,Arthropoda
scaffold11935_size7941,7941,0.4765,75.2494648029,Arthropoda
scaffold11937_size7941,7941,0.6043,26.2942954288,Proteobacteria
scaffold11938_size7940,7940,0.4817,95.5666246851,Arthropoda
scaffold11939_size7939,7939,0.5089,142.981861696,Arthropoda
scaffold11940_size7939,7939,0.5096,84.5369693916,Chordata
scaffold11941_size7939,7939,0.4197,0.0128479657388,Bacteroidetes
scaffold11942_size7938,7938,0.4403,31.4278155707,Glomeromycota
scaffold11943_size7937,7937,0.489,48.2897820335,Mollusca
scaffold11944_size7935,7935,0.42,116.335223692,Chordata
scaffold11945_size7935,7935,0.4618,95.754379332,Arthropoda
scaffold11946_size7935,7935,0.4213,67.6294896031,Chordata
scaffold11947_size7934,7934,0.437,10.6134358457,Bacteroidetes
scaffold11948_size7933,7933,0.6506,0.00958023446363,Proteobacteria
scaffold11949_size7933,7933,0.4673,158.189083575,Mollusca
scaffold11950_size9977,9977,0.4778,66.7165480605,Chordata
scaffold11951_size11309,11309,0.4889,64.5551330799,Chordata
scaffold11952_size7932,7932,0.4729,84.7462178518,Chordata
scaffold11953_size7931,7931,0.4834,62.9418736603,Mollusca
scaffold11954_size7930,7930,0.4555,39.5166456494,Arthropoda
scaffold11955_size7929,7929,0.4315,171.088787994,Chordata
scaffold11957_size7928,7928,0.4523,4.40842583249,Bacteroidetes
scaffold11958_size7928,7928,0.6386,79.261099899,Proteobacteria
scaffold11959_size7928,7928,0.4152,101.766019173,Chordata
scaffold11961_size7928,7928,0.4224,0.152119071645,Proteobacteria
scaffold11962_size7928,7928,0.6579,1.87134207871,Cyanobacteria
scaffold11963_size7928,7928,0.4442,51.7657669021,Chordata
scaffold11964_size7926,7926,0.5062,28.9678274035,Arthropoda
scaffold11965_size7926,7926,0.4643,54.1811758768,Bacteroidetes
scaffold11966_size7925,7925,0.4856,143.938927445,Arthropoda
scaffold11967_size7924,7924,0.4189,11.9204946996,Bacteroidetes
scaffold11968_size7924,7924,0.5867,3.18589096416,Acidobacteria
scaffold11969_size7924,7924,0.4719,56.066254417,Chordata
scaffold11970_size7924,7924,0.4368,11.0791267037,Bacteroidetes
scaffold11971_size7921,7921,0.5003,72.3918697134,Arthropoda
scaffold11972_size7921,7921,0.4462,82.1526322434,Chordata
scaffold11973_size7920,7920,0.4345,95.4940656565,Chordata
scaffold11974_size7919,7919,0.6575,0.287410026519,Proteobacteria
scaffold11975_size14177,14177,0.4926,37.6243210834,Chordata
scaffold11976_size7916,7916,0.4315,62.3539666499,Mollusca
scaffold11977_size7916,7916,0.5999,0.27867609904,Proteobacteria
scaffold11978_size7916,7916,0.4757,73.3625568469,Chordata
scaffold11979_size7916,7916,0.4673,71.8113946438,Arthropoda
scaffold11981_size7914,7914,0.4819,26.1934546373,Chordata
scaffold11982_size7913,7913,0.5052,33.8980159232,Chordata
scaffold11983_size7912,7912,0.3717,0.00505561172902,Basidiomycota
scaffold11984_size7912,7912,0.4724,40.4194893833,Chordata
scaffold11985_size7912,7912,0.5032,27.7785642063,Arthropoda
scaffold11986_size7912,7912,0.6845,0.031976744186,Planctomycetes
scaffold11987_size7912,7912,0.4638,76.862672928,Chordata
scaffold11988_size7911,7911,0.4979,20.5810896221,Arthropoda
scaffold11989_size7911,7911,0.3464,0.00973328277083,Bacteroidetes
scaffold11990_size7910,7910,0.6224,0.142351453856,Proteobacteria
scaffold11991_size7908,7908,0.4616,79.9079413252,Annelida
scaffold11992_size7908,7908,0.4838,47.0517197774,Arthropoda
scaffold11993_size7907,7907,0.4622,0.0135323131402,Bacteroidetes
scaffold11994_size7906,7906,0.4962,94.1281305338,Chordata
scaffold11995_size7905,7905,0.4778,33.5845667299,Mollusca
scaffold11996_size7905,7905,0.4825,21.8394686907,Arthropoda
scaffold11997_size7905,7905,0.4851,0.0903225806452,Chloroflexi
scaffold11998_size7904,7904,0.4634,56.206604251,Arthropoda
scaffold11999_size7903,7903,0.4215,35.9295204352,no-hit
scaffold12000_size7902,7902,0.4408,59.4179954442,Mollusca
scaffold12001_size7901,7901,0.4598,53.5771421339,Chordata
scaffold12002_size7899,7899,0.5212,22.2525636157,Chlorophyta
scaffold12003_size7899,7899,0.6589,2.42017976959,Gemmatimonadetes
scaffold12004_size7898,7898,0.3386,0.0222841225627,Bacteroidetes
scaffold12005_size7898,7898,0.4914,77.1234489744,Arthropoda
scaffold12006_size7897,7897,0.4644,35.7097632013,Arthropoda
scaffold12007_size7896,7896,0.5878,0.0644630192502,Bacteroidetes
scaffold12008_size7896,7896,0.4578,37.8751266464,Chordata
scaffold12009_size7896,7896,0.453,48.4840425532,Arthropoda
scaffold12010_size7896,7896,0.6047,0.0749746707194,Verrucomicrobia
scaffold12011_size7893,7893,0.5497,56.5458000761,Chordata
scaffold12014_size7893,7893,0.4619,97.3650069682,undef
scaffold12015_size7892,7892,0.5824,2.11327927014,Proteobacteria
scaffold12016_size13489,13489,0.4499,76.2292025459,Arthropoda
scaffold12017_size7892,7892,0.6272,2.3930562595,Proteobacteria
scaffold12018_size7892,7892,0.6974,5.18347693867,Actinobacteria
scaffold12019_size7891,7891,0.47,78.9414522874,Ascomycota
scaffold12020_size7891,7891,0.6512,0.338867063744,Proteobacteria
scaffold12022_size14097,14097,0.4217,93.3439263016,Annelida
scaffold12023_size7889,7889,0.4219,78.5152744328,Arthropoda
scaffold12024_size7888,7888,0.4834,111.96109547,Chordata
scaffold12025_size7888,7888,0.4356,103.318711968,Chordata
scaffold12026_size7887,7887,0.3449,0.0,Rotifera
scaffold12028_size7885,7885,0.4107,106.715916297,no-hit
scaffold12029_size7885,7885,0.4555,21.0268864933,Nematoda
scaffold12031_size7885,7885,0.4671,0.02675967026,Bacteroidetes
scaffold12032_size7885,7885,0.4373,79.5562460368,Arthropoda
scaffold12033_size7883,7883,0.4554,0.192439426614,Bacteroidetes
scaffold12034_size7883,7883,0.4697,65.3714321958,Arthropoda
scaffold12035_size7883,7883,0.5343,0.514778637575,Planctomycetes
scaffold12036_size7883,7883,0.5049,57.1387796524,Proteobacteria
scaffold12037_size7882,7882,0.5074,0.247399137275,Proteobacteria
scaffold12038_size7882,7882,0.6441,0.0049479827455,Proteobacteria
scaffold12039_size7881,7881,0.4261,11.0705494227,Bacteroidetes
scaffold12040_size7881,7881,0.44,0.0,Bacteroidetes
scaffold12041_size7881,7881,0.4271,0.102398172821,Bacteroidetes
scaffold12042_size7880,7880,0.4968,38.5357868021,Echinodermata
scaffold12043_size7878,7878,0.4915,2.38017263265,Planctomycetes
scaffold12044_size7878,7878,0.4485,0.0148514851485,Bacteroidetes
scaffold12045_size7877,7877,0.4758,60.5503364225,Chordata
scaffold12046_size7877,7877,0.6758,0.80335152977,Verrucomicrobia
scaffold12048_size10465,10465,0.5049,46.1491638796,Chordata
scaffold12050_size7875,7875,0.4912,90.0947301587,Arthropoda
scaffold12051_size7874,7874,0.5889,0.0182880365761,Proteobacteria
scaffold12052_size7874,7874,0.4481,66.9699009398,no-hit
scaffold12053_size7873,7873,0.6015,83.6395274991,Proteobacteria
scaffold12054_size7873,7873,0.4603,153.675473136,no-hit
scaffold12055_size7872,7872,0.4553,63.6101371951,Proteobacteria
scaffold12056_size7872,7872,0.455,55.1520579269,Arthropoda
scaffold12057_size7871,7871,0.4646,83.1252699784,Chordata
scaffold12058_size7870,7870,0.4586,43.3639135959,Arthropoda
scaffold12059_size10258,10258,0.4983,41.2316952832,Arthropoda
scaffold12060_size7866,7866,0.4747,47.3860920417,Arthropoda
scaffold12061_size7865,7865,0.4355,0.115448188175,Bacteroidetes
scaffold12064_size7864,7864,0.3764,0.0179298067141,Bacteroidetes
scaffold12065_size7864,7864,0.4818,81.9362919633,Chordata
scaffold12066_size7863,7863,0.6482,3.67887574717,Proteobacteria
scaffold12067_size7863,7863,0.4221,0.0,Bacteroidetes
scaffold12068_size7862,7862,0.4547,70.8024675655,Chordata
scaffold12069_size7862,7862,0.4952,83.8945560926,Chordata
scaffold12070_size7860,7860,0.605,0.0437659033079,Verrucomicrobia
scaffold12071_size7860,7860,0.6202,0.231806615776,Proteobacteria
scaffold12072_size7860,7860,0.4621,75.1857506362,Chordata
scaffold12074_size7859,7859,0.487,0.0528057004708,Bacteroidetes
scaffold12075_size7859,7859,0.4585,94.2546106557,Chordata
scaffold12076_size7858,7858,0.4397,0.0049630949351,Proteobacteria
scaffold12079_size7857,7857,0.4923,56.1974035892,Bacteroidetes
scaffold12080_size7856,7856,0.5258,0.0103105906314,Bacteroidetes
scaffold12081_size7856,7856,0.6376,2.01043788187,Proteobacteria
scaffold12082_size7855,7855,0.6453,2.13952896245,Proteobacteria
scaffold12083_size7855,7855,0.4102,0.26530872056,Bacteroidetes
scaffold12084_size7854,7854,0.4647,64.4840845429,Chordata
scaffold12085_size7854,7854,0.4862,42.7209065445,Nematoda
scaffold12086_size7853,7853,0.4817,28.6486692984,Arthropoda
scaffold12088_size7851,7851,0.633,0.475608202777,Proteobacteria
scaffold12091_size7849,7849,0.3549,0.0,Bacteroidetes
scaffold12092_size7849,7849,0.4759,0.0,Bacteroidetes
scaffold12093_size7847,7847,0.4158,27.2054288263,no-hit
scaffold12094_size7847,7847,0.4901,73.3420448751,Chordata
scaffold12095_size7847,7847,0.4854,70.538422327,Arthropoda
scaffold12096_size7847,7847,0.4769,56.81457882,Chordata
scaffold12097_size7846,7846,0.4587,49.9620188631,Arthropoda
scaffold12099_size7846,7846,0.4582,78.664542442,Mollusca
scaffold12100_size7846,7846,0.4235,0.00943155748152,Bacteroidetes
scaffold12101_size7845,7845,0.6432,0.00968769917145,Proteobacteria
scaffold12102_size7845,7845,0.4547,70.4619502868,Chordata
scaffold12103_size7845,7845,0.4797,72.1988527724,Mollusca
scaffold12104_size7845,7845,0.6645,0.242319949012,Proteobacteria
scaffold12105_size7844,7844,0.4517,0.0,Chloroflexi
scaffold12107_size7841,7841,0.5506,0.0,Proteobacteria
scaffold12108_size7841,7841,0.4795,74.8616247927,Chordata
scaffold12109_size7841,7841,0.4493,70.5050376228,no-hit
scaffold12110_size7840,7840,0.5145,27.3928571428,Chordata
scaffold12111_size7840,7840,0.4809,0.0,Acidobacteria
scaffold12112_size11113,11113,0.4784,103.037363825,Arthropoda
scaffold12113_size7838,7838,0.4545,25.6035978566,Mollusca
scaffold12114_size7838,7838,0.4548,40.8083694821,Proteobacteria
scaffold12115_size7838,7838,0.3722,0.00484817555499,Rotifera
scaffold12117_size7838,7838,0.4949,43.2435570298,Arthropoda
scaffold12118_size7837,7837,0.6474,0.0183743779507,Proteobacteria
scaffold12119_size7837,7837,0.6097,0.698353961976,Proteobacteria
scaffold12120_size7836,7836,0.4733,37.7223072996,Arthropoda
scaffold12121_size7836,7836,0.4067,44.9470393058,Chordata
scaffold12123_size7835,7835,0.4849,41.1209955329,Chordata
scaffold12124_size7832,7832,0.4308,29.899897855,Arthropoda
scaffold12125_size7832,7832,0.4848,54.1948416752,Chordata
scaffold12126_size7831,7831,0.455,23.8359085685,Arthropoda
scaffold12127_size7830,7830,0.4669,37.2936143039,Arthropoda
scaffold12128_size7829,7829,0.4895,37.3755268872,Mollusca
scaffold12130_size7828,7828,0.4439,70.1951967297,Chordata
scaffold12131_size7827,7827,0.3586,0.0,no-hit
scaffold12132_size7827,7827,0.4573,0.0153315446532,Bacteroidetes
scaffold12133_size7827,7827,0.4495,50.6454580299,Arthropoda
scaffold12135_size7826,7826,0.4344,0.203935599284,Bacteroidetes
scaffold12136_size7826,7826,0.4816,28.7066189624,Arthropoda
scaffold12137_size7826,7826,0.4753,72.7101967799,Chordata
scaffold12138_size7825,7825,0.4727,30.4046006389,Arthropoda
scaffold12139_size7825,7825,0.4561,38.9136102237,Mollusca
scaffold12140_size7825,7825,0.4481,142.016230032,Arthropoda
scaffold12141_size7825,7825,0.6013,0.0382108626199,Verrucomicrobia
scaffold12142_size7824,7824,0.3534,0.0040899795501,Bacteroidetes
scaffold12143_size7823,7823,0.5619,0.00562444075163,Firmicutes
scaffold12144_size7823,7823,0.431,1.21641314074,Bacteroidetes
scaffold12145_size7823,7823,0.6469,1.33490988112,Proteobacteria
scaffold12146_size7823,7823,0.4667,34.1542886361,Chordata
scaffold12147_size7823,7823,0.4866,67.4154416464,Echinodermata
scaffold12148_size7822,7822,0.49,76.4878547687,Chordata
scaffold12150_size12478,12478,0.4963,34.4384447498,Chordata
scaffold12151_size7819,7819,0.4735,97.0904207699,Arthropoda
scaffold12152_size7819,7819,0.6452,0.554035042844,Proteobacteria
scaffold12153_size7818,7818,0.5336,3.13916602712,Verrucomicrobia
scaffold12155_size7816,7816,0.3655,0.0156090071648,Arthropoda
scaffold12156_size11340,11340,0.4174,66.5514109347,Proteobacteria
scaffold12157_size7815,7815,0.5808,2.51426743442,Planctomycetes
scaffold12158_size7815,7815,0.5232,32.2351887396,Arthropoda
scaffold12160_size7814,7814,0.5418,0.0,Planctomycetes
scaffold12161_size7813,7813,0.4548,42.3688723922,Arthropoda
scaffold12162_size7812,7812,0.5037,56.0426267281,Bacteroidetes
scaffold12163_size7810,7810,0.5029,73.6943661971,Mollusca
scaffold12165_size7807,7807,0.3519,0.0,no-hit
scaffold12166_size7807,7807,0.3642,0.0,Arthropoda
scaffold12167_size7805,7805,0.5017,94.5219730941,Arthropoda
scaffold12169_size7803,7803,0.4666,63.2546456491,Chordata
scaffold12170_size7803,7803,0.3655,0.0,Annelida
scaffold12171_size7803,7803,0.4621,79.0592079969,Chordata
scaffold12172_size10268,10268,0.488,85.3380405143,Arthropoda
scaffold12173_size7801,7801,0.4756,65.6014102563,Arthropoda
scaffold12174_size7801,7801,0.5201,0.0,Proteobacteria
scaffold12175_size7801,7801,0.4856,68.1017818229,Chordata
scaffold12176_size7800,7800,0.5765,2.36307692308,Proteobacteria
scaffold12177_size7800,7800,0.3315,0.0501282051282,Bacteroidetes
scaffold12178_size12043,12043,0.4416,95.9112347421,Chordata
scaffold12179_size7799,7799,0.4434,40.836004616,Chordata
scaffold12180_size7799,7799,0.4669,34.186818823,Chordata
scaffold12181_size7799,7799,0.4856,35.8384408257,Arthropoda
scaffold12183_size7797,7797,0.4431,1.11094010517,Bacteroidetes
scaffold12184_size7795,7795,0.4498,62.380243746,Chordata
scaffold12185_size7794,7794,0.4672,62.5650500386,Arthropoda
scaffold12187_size7793,7793,0.4663,104.590658283,Chordata
scaffold12188_size7793,7793,0.634,0.0142435519056,Cyanobacteria
scaffold12189_size7792,7792,0.4618,71.7698921972,Chordata
scaffold12191_size7791,7791,0.5626,0.163907072263,Planctomycetes
scaffold12192_size7791,7791,0.3747,0.00243871133359,Proteobacteria
scaffold12194_size7790,7790,0.4249,38.7992297818,Chordata
scaffold12195_size7790,7790,0.4721,40.543003851,Arthropoda
scaffold12196_size7788,7788,0.4495,18.1441961993,Chordata
scaffold12197_size7788,7788,0.4587,74.4049820237,Chordata
scaffold12198_size7787,7787,0.4644,91.9018877617,Chordata
scaffold12199_size7786,7786,0.5615,0.0105317236065,Firmicutes
scaffold12200_size7784,7784,0.478,21.256294964,Arthropoda
scaffold12201_size15274,15274,0.4914,76.2374623544,Arthropoda
scaffold12202_size7784,7784,0.4815,26.8490493319,Nematoda
scaffold12203_size7780,7780,0.4366,0.0,Bacteroidetes
scaffold12204_size7780,7780,0.6482,1.38573264782,Proteobacteria
scaffold12205_size7778,7778,0.6063,0.00514271020828,Proteobacteria
scaffold12206_size7778,7778,0.5114,34.3860889689,Chordata
scaffold12207_size7777,7777,0.5196,88.747331876,no-hit
scaffold12208_size7777,7777,0.4745,81.678282114,Arthropoda
scaffold12209_size7777,7777,0.3615,0.00514337148001,Arthropoda
scaffold12210_size7776,7776,0.5336,0.212448559671,Planctomycetes
scaffold12211_size7776,7776,0.5724,0.439429012345,Proteobacteria
scaffold12212_size12401,12401,0.4704,108.240710824,Arthropoda
scaffold12214_size7776,7776,0.4646,65.7232510288,Chordata
scaffold12215_size7775,7775,0.5329,122.76733119,Arthropoda
scaffold12216_size7775,7775,0.4364,0.0,Bacteroidetes
scaffold12217_size7774,7774,0.5965,0.0149215333162,Acidobacteria
scaffold12219_size7772,7772,0.448,58.6496397324,Chordata
scaffold12221_size7772,7772,0.4627,29.0910962429,Chordata
scaffold12225_size7768,7768,0.418,0.0,Bacteroidetes
scaffold12226_size7768,7768,0.3606,0.0,Platyhelminthes
scaffold12227_size7766,7766,0.4646,87.7082152975,Chordata
scaffold12228_size7765,7765,0.4605,26.9492594977,Chordata
scaffold12229_size7764,7764,0.4819,76.0588082902,Chordata
scaffold12230_size7764,7764,0.4771,35.583462133,no-hit
scaffold12231_size7764,7764,0.637,0.165765069552,Verrucomicrobia
scaffold12233_size7763,7763,0.4816,76.8119283782,Arthropoda
scaffold12234_size7762,7762,0.4572,47.9242463283,Arthropoda
scaffold12235_size7762,7762,0.4826,56.9167740273,Bacteroidetes
scaffold12237_size7762,7762,0.4771,35.0237052306,Chordata
scaffold12238_size7762,7762,0.4872,90.5333676887,Chordata
scaffold12239_size7760,7760,0.357,0.0,Arthropoda
scaffold12241_size7759,7759,0.6206,0.100012888259,Verrucomicrobia
scaffold12242_size7758,7758,0.6159,0.346094354215,Proteobacteria
scaffold12243_size7758,7758,0.5536,0.0,Proteobacteria
scaffold12244_size7757,7757,0.4365,69.2350135362,Mollusca
scaffold12245_size7756,7756,0.5621,15.4333419288,Chordata
scaffold12246_size7753,7753,0.4788,0.0166387204953,Chlorobi
scaffold12247_size7753,7753,0.3606,0.0,Chordata
scaffold12248_size7752,7752,0.4542,100.45497936,Proteobacteria
scaffold12249_size7752,7752,0.4919,38.0268317853,Chordata
scaffold12250_size7752,7752,0.4839,21.8680340557,Arthropoda
scaffold12251_size7751,7751,0.5626,0.00425751515933,Armatimonadetes
scaffold12252_size7750,7750,0.4834,68.8550967742,Chordata
scaffold12253_size7750,7750,0.4914,41.2242580645,Chordata
scaffold12255_size7749,7749,0.4506,0.0100658149439,Proteobacteria
scaffold12256_size7748,7748,0.444,53.8288590605,Mollusca
scaffold12257_size7747,7747,0.4811,37.2398347748,Ascomycota
scaffold12258_size7746,7746,0.4689,57.5907565195,Bacteroidetes
scaffold12259_size7746,7746,0.6061,0.0587399948361,Verrucomicrobia
scaffold12264_size7743,7743,0.4352,81.6891385768,Arthropoda
scaffold12267_size7740,7740,0.6453,15.0033591731,Proteobacteria
scaffold12268_size7740,7740,0.668,0.467054263566,Verrucomicrobia
scaffold12270_size7739,7739,0.6379,0.0,Planctomycetes
scaffold12271_size7739,7739,0.509,68.3652926734,Proteobacteria
scaffold12272_size7739,7739,0.4842,105.506654607,Chordata
scaffold12273_size7738,7738,0.6584,1.23119669165,Proteobacteria
scaffold12274_size7736,7736,0.4378,31.0995346432,Chordata
scaffold12275_size7736,7736,0.4946,22.0297311272,Chordata
scaffold12276_size7736,7736,0.4223,76.026499483,Nematoda
scaffold12277_size7736,7736,0.4541,90.951008273,Arthropoda
scaffold12278_size7736,7736,0.4943,51.7329369183,Chordata
scaffold12281_size7734,7734,0.646,0.400568916472,Proteobacteria
scaffold12282_size7733,7733,0.6603,0.00400879348248,Planctomycetes
scaffold12283_size7733,7733,0.4331,35.3628604681,Annelida
scaffold12284_size7732,7732,0.6227,29.4133471288,Proteobacteria
scaffold12285_size7732,7732,0.474,44.9966373513,Arthropoda
scaffold12286_size7732,7732,0.4417,160.128556648,Nematoda
scaffold12287_size7732,7732,0.4814,36.1255819968,Chordata
scaffold12288_size7731,7731,0.4596,63.0663562282,Arthropoda
scaffold12290_size7730,7730,0.4226,83.1297542044,Chordata
scaffold12291_size7729,7729,0.4475,116.065855868,Chordata
scaffold12292_size10092,10092,0.483,47.7826000793,Arthropoda
scaffold12293_size7726,7726,0.493,31.6972560186,Chordata
scaffold12294_size7726,7726,0.5848,1.8928294072,Chloroflexi
scaffold12296_size7726,7726,0.4597,0.0066010872379,Bacteroidetes
scaffold12297_size7725,7725,0.4573,75.1667313916,Chordata
scaffold12298_size7725,7725,0.592,0.0,Proteobacteria
scaffold12299_size10823,10823,0.4751,69.0873140534,Arthropoda
scaffold12300_size7725,7725,0.4695,41.1589644013,Arthropoda
scaffold12301_size7724,7724,0.6644,0.118850336613,Verrucomicrobia
scaffold12302_size7724,7724,0.4342,66.9378560331,no-hit
scaffold12304_size7723,7723,0.402,0.00492036773275,Bacteroidetes
scaffold12305_size7723,7723,0.4004,0.660106176356,Bacteroidetes
scaffold12306_size7723,7723,0.4891,107.544348051,Arthropoda
scaffold12307_size7722,7722,0.414,83.9080549081,Chordata
scaffold12308_size7722,7722,0.4198,0.0,Bacteroidetes
scaffold12309_size7720,7720,0.4733,37.9975388601,Arthropoda
scaffold12310_size7718,7718,0.5647,0.0,Bacteria-undef
scaffold12311_size7718,7718,0.4523,50.3920704847,Arthropoda
scaffold12312_size7717,7717,0.4498,61.252903907,no-hit
scaffold12313_size7716,7716,0.436,78.4852255055,Arthropoda
scaffold12314_size7716,7716,0.5993,2.00972006221,Actinobacteria
scaffold12316_size7715,7715,0.4913,38.2073882048,Arthropoda
scaffold12317_size7715,7715,0.4238,108.788593649,Chordata
scaffold12318_size7713,7713,0.4697,36.8020225593,Nematoda
scaffold12319_size7713,7713,0.4846,20.728380656,Chordata
scaffold12320_size7711,7711,0.4133,55.5665931786,Chordata
scaffold12321_size7710,7710,0.6554,11.6745784695,Proteobacteria
scaffold12322_size7707,7707,0.4345,28.5609186455,Chordata
scaffold12323_size7706,7706,0.4107,0.0,Bacteroidetes
scaffold12326_size7704,7704,0.4823,0.00493250259605,Proteobacteria
scaffold12327_size7703,7703,0.4092,0.00493314293133,Bacteroidetes
scaffold12329_size7702,7702,0.4533,77.1980005193,Chordata
scaffold12331_size7700,7700,0.4999,80.0063636364,Arthropoda
scaffold12332_size7699,7699,0.4529,135.326016366,Chordata
scaffold12333_size7697,7697,0.451,32.8069377679,Arthropoda
scaffold12334_size7697,7697,0.4885,59.413537742,Arthropoda
scaffold12335_size7695,7695,0.578,0.0922677063028,Verrucomicrobia
scaffold12336_size10338,10338,0.4939,64.139295761,Chordata
scaffold12337_size7693,7693,0.4777,58.0334069934,Chordata
